year,doi,wiley_pdf_url,wiley_article_url,title
2019,10.1002/humu.2019.40.issue-4,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.2019.40.issue-4,https://onlinelibrary.wiley.com/doi/10.1002/humu.2019.40.issue-4,
2019,10.1002/humu.23715,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23715,https://onlinelibrary.wiley.com/doi/10.1002/humu.23715,Unique noncoding variants upstream of <i>PRDM13</i> are associated with a spectrum of developmental retinal dystrophies 
2019,10.1002/humu.23717,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23717,https://onlinelibrary.wiley.com/doi/10.1002/humu.23717,High prevalence of cancer‐associated TP53 variants in the gnomAD database: A word of caution concerning the use of varia
2019,10.1002/humu.2019.40.issue-3,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.2019.40.issue-3,https://onlinelibrary.wiley.com/doi/10.1002/humu.2019.40.issue-3,
2019,10.1002/humu.23725,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23725,https://onlinelibrary.wiley.com/doi/10.1002/humu.23725,<i>Alu</i> element insertion in the <i>MLH1</i> exon 6 coding sequence as a mutation predisposing to Lynch syndrome
2019,10.1002/humu.23730,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23730,https://onlinelibrary.wiley.com/doi/10.1002/humu.23730,Genetic interpretation and clinical translation of minor genes related to Brugada syndrome
2019,10.1002/humu.23755,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23755,https://onlinelibrary.wiley.com/doi/10.1002/humu.23755,"Primary microcephaly, primordial dwarfism, and brachydactyly in adult cases with biallelic skipping of <i>RTTN</i> exon "
2019,10.1002/humu.2019.40.issue-5,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.2019.40.issue-5,https://onlinelibrary.wiley.com/doi/10.1002/humu.2019.40.issue-5,
2019,10.1002/humu.23759,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23759,https://onlinelibrary.wiley.com/doi/10.1002/humu.23759,Functional characterization of <i>CEP250</i> variant identified in nonsyndromic retinitis pigmentosa
2019,10.1002/humu.23773,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23773,https://onlinelibrary.wiley.com/doi/10.1002/humu.23773,"Three new cases of ataxia‐telangiectasia‐like disorder: No impairment of the ATM pathway, but S‐phase checkpoint defect"
2019,10.1002/humu.2019.40.issue-6,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.2019.40.issue-6,https://onlinelibrary.wiley.com/doi/10.1002/humu.2019.40.issue-6,
2019,10.1002/humu.23835,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23835,https://onlinelibrary.wiley.com/doi/10.1002/humu.23835,A Vietnamese human genetic variation database
2019,10.1002/humu.23853,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23853,https://onlinelibrary.wiley.com/doi/10.1002/humu.23853,Contribution to colonic polyposis of recently proposed predisposing genes and assessment of the prevalence of <i>NTHL1</
2019,10.1002/humu.2019.40.issue-7,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.2019.40.issue-7,https://onlinelibrary.wiley.com/doi/10.1002/humu.2019.40.issue-7,
2019,10.1002/humu.23859,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23859,https://onlinelibrary.wiley.com/doi/10.1002/humu.23859,Rs2262251 in lncRNA <i>RP11‐462G12.2</i> is associated with nonsyndromic cleft lip with/without cleft palate
2019,10.1002/humu.23867,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23867,https://onlinelibrary.wiley.com/doi/10.1002/humu.23867,Assessment of the functional impact on the pre‐mRNA splicing process of 28 nucleotide variants associated with Pompe dis
2019,10.1002/humu.23884,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23884,https://onlinelibrary.wiley.com/doi/10.1002/humu.23884,Pitfalls in the interpretation of <i>CFTR</i> variants in the context of incidental findings
2019,10.1002/humu.2019.40.issue-8,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.2019.40.issue-8,https://onlinelibrary.wiley.com/doi/10.1002/humu.2019.40.issue-8,
2019,10.1002/humu.23886,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23886,https://onlinelibrary.wiley.com/doi/10.1002/humu.23886,<i>ATP1A1</i>mutations cause intermediate Charcot‐Marie‐Tooth disease
2019,10.1002/humu.23829,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23829,https://onlinelibrary.wiley.com/doi/10.1002/humu.23829,Congenital disorders of glycosylation and the challenge of rare diseases
2019,10.1002/humu.v40.9,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v40.9,https://onlinelibrary.wiley.com/doi/10.1002/humu.v40.9,
2019,10.1002/humu.23897,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23897,https://onlinelibrary.wiley.com/doi/10.1002/humu.23897,A key leader in homocystinuria research: Jan P. Kraus (1942–2019)
2019,10.1002/humu.v40.12,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v40.12,https://onlinelibrary.wiley.com/doi/10.1002/humu.v40.12,
2019,10.1002/humu.23916,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23916,https://onlinelibrary.wiley.com/doi/10.1002/humu.23916,Mutation update for the<i>NR5A1</i>gene involved in DSD and infertility
2019,10.1002/humu.23919,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23919,https://onlinelibrary.wiley.com/doi/10.1002/humu.23919,Minigene splicing assessment of 20 novel synonymous and intronic glucokinase gene variants identified in patients with m
2019,10.1002/humu.v40.10,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v40.10,https://onlinelibrary.wiley.com/doi/10.1002/humu.v40.10,
2019,10.1002/humu.v40.11,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v40.11,https://onlinelibrary.wiley.com/doi/10.1002/humu.v40.11,
2019,10.1002/humu.23578,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23578,https://onlinelibrary.wiley.com/doi/10.1002/humu.23578,Issue Information
2019,10.1002/humu.23951,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23951,https://onlinelibrary.wiley.com/doi/10.1002/humu.23951,DualWMDR: Detecting epistatic interaction with dual screening and multifactor dimensionality reduction
2019,10.1002/humu.23955,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23955,https://onlinelibrary.wiley.com/doi/10.1002/humu.23955,DNA repair functional analyses of NBN hypomorphic variants associated with NBN‐related infertility
2019,10.1002/humu.23943,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23943,https://onlinelibrary.wiley.com/doi/10.1002/humu.23943,<i>SCN1A</i> variants from bench to bedside—improved clinical prediction from functional characterization
2019,10.1002/humu.v41.3,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v41.3,https://onlinelibrary.wiley.com/doi/10.1002/humu.v41.3,
2019,10.1002/humu.23961,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23961,https://onlinelibrary.wiley.com/doi/10.1002/humu.23961,Pred‐MutHTP: Prediction of disease‐causing and neutral mutations in human transmembrane proteins
2019,10.1002/humu.23965,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23965,https://onlinelibrary.wiley.com/doi/10.1002/humu.23965,Comprehensive profiling of <i>BRCA1 and BRCA2</i> variants in breast and ovarian cancer in Chinese patients
2019,10.1002/humu.v41.1,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v41.1,https://onlinelibrary.wiley.com/doi/10.1002/humu.v41.1,
2019,10.1002/humu.23959,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23959,https://onlinelibrary.wiley.com/doi/10.1002/humu.23959,Osteoporosis genome‐wide association study variant c.3781 C&gt;A is regulated by a novel anti‐osteogenic factor miR‐345‐
2020,10.1002/humu.23973,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23973,https://onlinelibrary.wiley.com/doi/10.1002/humu.23973,Mutation update: Variants of the CYB5R3 gene in recessive congenital methemoglobinemia
2020,10.1002/humu.23977,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23977,https://onlinelibrary.wiley.com/doi/10.1002/humu.23977,Molecular insights into the mechanism of nonrecurrent <i>F8</i> structural variants: Full breakpoint characterization an
2020,10.1002/humu.23978,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.23978,https://onlinelibrary.wiley.com/doi/10.1002/humu.23978,Reclassification of a frequent African‐origin variant from <i>PMS2</i> to the pseudogene <i>PMS2CL</i>
2020,10.1002/humu.v41.2,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v41.2,https://onlinelibrary.wiley.com/doi/10.1002/humu.v41.2,
2020,10.1002/humu.24002,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24002,https://onlinelibrary.wiley.com/doi/10.1002/humu.24002,The X‐linked filaminopathies: Synergistic insights from clinical and molecular analysis
2020,10.1002/humu.v41.4,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v41.4,https://onlinelibrary.wiley.com/doi/10.1002/humu.v41.4,
2020,10.1002/humu.24022,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24022,https://onlinelibrary.wiley.com/doi/10.1002/humu.24022,Null phenotype of neurofibromatosis type 1 in a carrier of a heterozygous atypical <i>NF1</i> deletion due to mosaicism
2020,10.1002/humu.v41.5,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v41.5,https://onlinelibrary.wiley.com/doi/10.1002/humu.v41.5,
2020,10.1002/humu.24032,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24032,https://onlinelibrary.wiley.com/doi/10.1002/humu.24032,<i>TRPV6</i> variants confer susceptibility to chronic pancreatitis in the Chinese population
2020,10.1002/humu.24034,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24034,https://onlinelibrary.wiley.com/doi/10.1002/humu.24034,Constraint and conservation of paired‐type homeodomains predicts the clinical outcome of missense variants of uncertain 
2020,10.1002/humu.v41.6,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v41.6,https://onlinelibrary.wiley.com/doi/10.1002/humu.v41.6,
2020,10.1002/humu.24037,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24037,https://onlinelibrary.wiley.com/doi/10.1002/humu.24037,Single‐fiber studies for assigning pathogenicity of eight mitochondrial DNA variants associated with mitochondrial disea
2020,10.1002/humu.24058,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24058,https://onlinelibrary.wiley.com/doi/10.1002/humu.24058,Clinical and molecular genetic characterization of two female patients harboring the Xq27.3q28 deletion with different r
2020,10.1002/humu.v41.7,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v41.7,https://onlinelibrary.wiley.com/doi/10.1002/humu.v41.7,
2020,10.1002/humu.24072,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24072,https://onlinelibrary.wiley.com/doi/10.1002/humu.24072,Long‐term uninterrupted enzyme replacement therapy prevents liver disease in murine model of severe homocystinuria
2020,10.1002/humu.v41.8,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v41.8,https://onlinelibrary.wiley.com/doi/10.1002/humu.v41.8,
2020,10.1002/humu.24094,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24094,https://onlinelibrary.wiley.com/doi/10.1002/humu.24094,"Renal dysfunction, rod‐cone dystrophy, and sensorineural hearing loss caused by a mutation in <i>RRM2B</i>"
2020,10.1002/humu.v41.9,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v41.9,https://onlinelibrary.wiley.com/doi/10.1002/humu.v41.9,
2020,10.1002/humu.v41.10,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v41.10,https://onlinelibrary.wiley.com/doi/10.1002/humu.v41.10,
2020,10.1002/humu.24126,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24126,https://onlinelibrary.wiley.com/doi/10.1002/humu.24126,"<i>USF3</i>modulates osteoporosis risk by targeting<i>WNT16</i>,<i>RANKL</i>,<i>RUNX2</i>, and two GWAS lead SNPs rs2908"
2020,10.1002/humu.24124,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24124,https://onlinelibrary.wiley.com/doi/10.1002/humu.24124,A commentary on “A Vietnamese human genetic variation database”
2020,10.1002/humu.v41.11,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v41.11,https://onlinelibrary.wiley.com/doi/10.1002/humu.v41.11,
2020,10.1002/humu.v41.12,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v41.12,https://onlinelibrary.wiley.com/doi/10.1002/humu.v41.12,
2020,10.1002/humu.24159,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24159,https://onlinelibrary.wiley.com/doi/10.1002/humu.24159,Phenotypic differences of mutation‐negative cases in Gitelman syndrome clinically diagnosed in adulthood
2020,10.1002/humu.v42.1,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v42.1,https://onlinelibrary.wiley.com/doi/10.1002/humu.v42.1,
2021,10.1002/humu.v42.2,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v42.2,https://onlinelibrary.wiley.com/doi/10.1002/humu.v42.2,
2021,10.1002/humu.24180,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24180,https://onlinelibrary.wiley.com/doi/10.1002/humu.24180,Novel variants in critical domains of ATP8A2 and expansion of clinical spectrum
2021,10.1002/humu.24040,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24040,https://onlinelibrary.wiley.com/doi/10.1002/humu.24040,Issue Information
2021,10.1002/humu.v42.3,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v42.3,https://onlinelibrary.wiley.com/doi/10.1002/humu.v42.3,
2021,10.1002/humu.24189,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24189,https://onlinelibrary.wiley.com/doi/10.1002/humu.24189,Re‐evaluating the pathogenicity of the c.783+2T&gt;C <i>BAP1</i> germline variant
2021,10.1002/humu.v42.4,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v42.4,https://onlinelibrary.wiley.com/doi/10.1002/humu.v42.4,
2021,10.1002/humu.v42.5,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v42.5,https://onlinelibrary.wiley.com/doi/10.1002/humu.v42.5,
2021,10.1002/humu.24216,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24216,https://onlinelibrary.wiley.com/doi/10.1002/humu.24216,Exome sequencing as the first‐tier test for pediatric respiratory diseases: A single‐center study
2021,10.1002/humu.v42.6,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v42.6,https://onlinelibrary.wiley.com/doi/10.1002/humu.v42.6,
2021,10.1002/humu.24236,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24236,https://onlinelibrary.wiley.com/doi/10.1002/humu.24236,Novel <i>ALDH3A2</i> mutations in structural and functional domains of FALDH causing diverse clinical phenotypes in Sjög
2021,10.1002/humu.v42.7,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v42.7,https://onlinelibrary.wiley.com/doi/10.1002/humu.v42.7,
2021,10.1002/humu.24044,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24044,https://onlinelibrary.wiley.com/doi/10.1002/humu.24044,Issue Information
2021,10.1002/humu.24255,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24255,https://onlinelibrary.wiley.com/doi/10.1002/humu.24255,The prevalence of HLA‐I LOH in Chinese pan‐cancer patients and genomic features of patients harboring HLA‐I LOH
2021,10.1002/humu.24263,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24263,https://onlinelibrary.wiley.com/doi/10.1002/humu.24263,Functional characterization of novel variants in <i>SMPD1</i> in Indian patients with acid sphingomyelinase deficiency
2021,10.1002/humu.24254,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24254,https://onlinelibrary.wiley.com/doi/10.1002/humu.24254,Corrigendum
2021,10.1002/humu.v42.8,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v42.8,https://onlinelibrary.wiley.com/doi/10.1002/humu.v42.8,
2021,10.1002/humu.v42.9,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v42.9,https://onlinelibrary.wiley.com/doi/10.1002/humu.v42.9,
2021,10.1002/humu.24046,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24046,https://onlinelibrary.wiley.com/doi/10.1002/humu.24046,Issue Information
2021,10.1002/humu.v42.10,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v42.10,https://onlinelibrary.wiley.com/doi/10.1002/humu.v42.10,
2021,10.1002/humu.24284,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24284,https://onlinelibrary.wiley.com/doi/10.1002/humu.24284,Molecular landscape of<i>DYSF</i>mutations in dysferlinopathy: From a Chinese multicenter analysis to a worldwide perspe
2021,10.1002/humu.24287,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24287,https://onlinelibrary.wiley.com/doi/10.1002/humu.24287,Duplications in the G3 domain or switch II region in <i>HRAS</i> identified in patients with Costello syndrome
2021,10.1002/humu.v42.11,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v42.11,https://onlinelibrary.wiley.com/doi/10.1002/humu.v42.11,
2021,10.1002/humu.24294,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24294,https://onlinelibrary.wiley.com/doi/10.1002/humu.24294,Targeted massively parallel sequencing of candidate regions on chromosome 22q predisposing to multiple schwannomas: An a
2021,10.1002/humu.v42.12,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v42.12,https://onlinelibrary.wiley.com/doi/10.1002/humu.v42.12,
2021,10.1002/humu.24049,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24049,https://onlinelibrary.wiley.com/doi/10.1002/humu.24049,Issue Information
2021,10.1002/humu.24297,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24297,https://onlinelibrary.wiley.com/doi/10.1002/humu.24297,A novel gene mutation in <i>ZP3</i> loop region identified in patients with empty follicle syndrome
2021,10.1002/humu.24300,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24300,https://onlinelibrary.wiley.com/doi/10.1002/humu.24300,GGCX variants leading to biallelic deficiency to γ‐carboxylate GRP cause skin laxity in VKCFD1 patients
2021,10.1002/humu.24304,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24304,https://onlinelibrary.wiley.com/doi/10.1002/humu.24304,Long‐read whole genome sequencing reveals HOXD13 alterations in synpolydactyly
2021,10.1002/humu.24316,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24316,https://onlinelibrary.wiley.com/doi/10.1002/humu.24316,<i>ROHMM</i>—A flexible hidden Markov model framework to detect runs of homozygosity from genotyping data
2021,10.1002/humu.24223,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24223,https://onlinelibrary.wiley.com/doi/10.1002/humu.24223,Issue Information
2021,10.1002/humu.v43.1,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v43.1,https://onlinelibrary.wiley.com/doi/10.1002/humu.v43.1,
2022,10.1002/humu.24329,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24329,https://onlinelibrary.wiley.com/doi/10.1002/humu.24329,Novel biallelic loss of <i>EEF1B2</i> function links to autosomal recessive intellectual disability
2022,10.1002/humu.v43.2,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v43.2,https://onlinelibrary.wiley.com/doi/10.1002/humu.v43.2,
2022,10.1002/humu.24339,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24339,https://onlinelibrary.wiley.com/doi/10.1002/humu.24339,Machine learning models for accurate prioritization of variants of uncertain significance
2022,10.1002/humu.24345,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24345,https://onlinelibrary.wiley.com/doi/10.1002/humu.24345,Diagnosis and follow‐up of glycogen storage disease (GSD) type VI from the largest GSD center in China
2022,10.1002/humu.24352,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24352,https://onlinelibrary.wiley.com/doi/10.1002/humu.24352,"Mutation profiling of the c.1521_1523delCTT (p.Phe508del, F508del) cystic fibrosis transmembrane conductance regulator a"
2022,10.1002/humu.24356,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24356,https://onlinelibrary.wiley.com/doi/10.1002/humu.24356,A clinical laboratory's experience using GeneMatcher—Building stronger gene–disease relationships
2022,10.1002/humu.24355,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24355,https://onlinelibrary.wiley.com/doi/10.1002/humu.24355,The heterozygous mutations of <i>SLC26A8</i> are not the main actors for male infertility
2022,10.1002/humu.24357,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24357,https://onlinelibrary.wiley.com/doi/10.1002/humu.24357,Estimating the proportion of pathogenic variants from breast cancer case–control data: Application to calibration of ACM
2022,10.1002/humu.v43.3,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v43.3,https://onlinelibrary.wiley.com/doi/10.1002/humu.v43.3,
2022,10.1002/humu.24225,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24225,https://onlinelibrary.wiley.com/doi/10.1002/humu.24225,Issue Information
2022,10.1002/humu.v43.4,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v43.4,https://onlinelibrary.wiley.com/doi/10.1002/humu.v43.4,
2022,10.1002/humu.24226,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24226,https://onlinelibrary.wiley.com/doi/10.1002/humu.24226,Issue Information
2022,10.1002/humu.v43.5,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v43.5,https://onlinelibrary.wiley.com/doi/10.1002/humu.v43.5,
2022,10.1002/humu.24227,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24227,https://onlinelibrary.wiley.com/doi/10.1002/humu.24227,Issue Information
2022,10.1002/humu.24381,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24381,https://onlinelibrary.wiley.com/doi/10.1002/humu.24381,Clinical whole‐genome sequencing in cancer diagnosis
2022,10.1002/humu.24395,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24395,https://onlinelibrary.wiley.com/doi/10.1002/humu.24395,EFEMP1 rare variants cause familial juvenile‐onset open‐angle glaucoma
2022,10.1002/humu.24396,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24396,https://onlinelibrary.wiley.com/doi/10.1002/humu.24396,Altered closed state inactivation gating in Kv4.2 channels results in developmental and epileptic encephalopathies in hu
2022,10.1002/humu.v43.7,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v43.7,https://onlinelibrary.wiley.com/doi/10.1002/humu.v43.7,
2022,10.1002/humu.24229,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24229,https://onlinelibrary.wiley.com/doi/10.1002/humu.24229,Issue Information
2022,10.1002/humu.24419,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24419,https://onlinelibrary.wiley.com/doi/10.1002/humu.24419,"Front Cover, Volume 43, Issue 7"
2022,10.1002/humu.24422,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24422,https://onlinelibrary.wiley.com/doi/10.1002/humu.24422,Better and faster is cheaper
2022,10.1002/humu.24428,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24428,https://onlinelibrary.wiley.com/doi/10.1002/humu.24428,Polarized trafficking and copper transport activity of ATP7B: A mutational approach to establish genotype–phenotype corr
